Product Name,Printing,Rarity,Market Price
Enforced Loyalty (Hyperspace),Normal,Uncommon,$0.40
Enticing Reward (Hyperspace),Normal,Uncommon,$0.40
Evidence of the Crime,Normal,Rare,$0.40
Gentle Giant (Hyperspace),Normal,Common,$0.40
Grey Squadron Y-Wing (Hyperspace),Normal,Common,$0.40
L3-37 - Droid Revolutionary,Normal,Uncommon,$0.40
Look the Other Way (Hyperspace),Foil,Common,$0.40
Lurking TIE Phantom,Foil,Uncommon,$0.40
Price on Your Head (Hyperspace),Foil,Common,$0.40
Remnant Reserves (Hyperspace),Normal,Uncommon,$0.40
Rose Tico - Dedicated to the Cause,Foil,Uncommon,$0.40
Village Protectors (Hyperspace),Normal,Common,$0.40
Wild Rancor,Normal,Rare,$0.40
Bo-Katan Kryze - Fighting For Mandalore,Normal,Uncommon,$0.41
Desperate Attack (Hyperspace),Normal,Common,$0.41
Fell the Dragon,Foil,Uncommon,$0.41
Follower of the Way (Hyperspace),Normal,Common,$0.41
Hylobon Enforcer (Hyperspace),Normal,Common,$0.41
IG-11 - I Cannot Be Captured,Foil,Uncommon,$0.41
Pre Vizsla - Power Hungry,Normal,Rare,$0.41
Stolen Landspeeder,Normal,Rare,$0.41
Sugi - Hired Guardian,Normal,Rare,$0.41
Zorii Bliss - Valiant Smuggler,Normal,Rare,$0.41
Altering the Deal,Normal,Rare,$0.42
Freetown Backup,Foil,Uncommon,$0.42
Gamorrean Retainer (Hyperspace),Normal,Common,$0.42
Liberated Slaves (Hyperspace),Foil,Common,$0.42
Lurking TIE Phantom,Foil,Uncommon,$0.42
Midnight Repairs (Hyperspace),Normal,Uncommon,$0.42
Mystic Reflection,Normal,Rare,$0.42
Resourceful Pursuers (Hyperspace),Foil,Common,$0.42
Salacious Crumb - Obnoxious Pet,Foil,Uncommon,$0.42
Covert Strength (Hyperspace),Normal,Common,$0.43
Daring Raid,Foil,Common,$0.43
Ephant Mon - Head of Security,Normal,Rare,$0.43
Han Solo - Worth the Risk (Hyperspace),Normal,Common,$0.43
Zorii Bliss - Valiant Smuggler,Normal,Rare,$0.43
Concord Dawn Interceptors,Foil,Uncommon,$0.44
Discerning Veteran (Hyperspace),Normal,Common,$0.44
Heroic Renegade,Foil,Common,$0.44
Let the Wookiee Win,Normal,Rare,$0.44
Lom Pyke - Dealer in Truths,Normal,Rare,$0.44
Privateer Scyk (Hyperspace),Normal,Common,$0.44
Clan Challengers (Hyperspace),Normal,Common,$0.45
Frozen in Carbonite,Foil,Uncommon,$0.45
Hunter of the Haxion Brood (Hyperspace),Normal,Common,$0.45
Inspiring Mentor,Normal,Rare,$0.45
Kuiil - I Have Spoken,Foil,Uncommon,$0.45
Kylo Ren - Rash and Deadly,Normal,Rare,$0.45
Survivors' Gauntlet,Normal,Rare,$0.45
Zorii Bliss - Valiant Smuggler,Foil,Rare,$0.45
A New Adventure,Foil,Uncommon,$0.46
Clone Deserter (Hyperspace),Normal,Common,$0.46
Crosshair - Following Orders,Foil,Uncommon,$0.46
Fenn Rau - Protector of Concord Dawn,Foil,Uncommon,$0.46
Give In to Your Anger,Normal,Rare,$0.46
Guavian Antagonizer (Hyperspace),Normal,Common,$0.46
Unlicensed Headhunter,Foil,Uncommon,$0.46
Punishing One - Dengar's Jumpmaster,Foil,Uncommon,$0.47
Rhokai Gunship (Hyperspace),Normal,Common,$0.47
Cassian Andor - Rebellions Are Built On Hope,Foil,Uncommon,$0.48
Choose Sides,Normal,Rare,$0.48
Lom Pyke - Dealer in Truths,Normal,Rare,$0.48
Lurking TIE Phantom,Normal,Uncommon,$0.48
Scanning Officer,Foil,Uncommon,$0.48
Unrefusable Offer,Normal,Rare,$0.48
General Rieekan - Defensive Strategist,Foil,Rare,$0.49
Headhunting (Hyperspace),Normal,Uncommon,$0.49
No Bargain (Hyperspace),Foil,Common,$0.49
Pillage (Hyperspace),Normal,Common,$0.49
Rich Reward (Hyperspace),Normal,Common,$0.49
Take Captive (Hyperspace),Normal,Common,$0.49
Tarfful - Kashyyyk Chieftain,Normal,Rare,$0.49
Unexpected Escape,Foil,Uncommon,$0.49
Adelphi Patrol Wing (Hyperspace),Foil,Common,$0.50
Cassian Andor - Rebellions Are Built On Hope,Foil,Uncommon,$0.50
Cripple Authority,Foil,Uncommon,$0.50
Crosshair - Following Orders (Hyperspace),Foil,Uncommon,$0.50
Fell the Dragon (Hyperspace),Foil,Uncommon,$0.50
Frozen in Carbonite (Hyperspace),Normal,Uncommon,$0.50
Give In to Your Anger,Normal,Rare,$0.50
Jabba's Rancor - Pateesa,Foil,Uncommon,$0.50
Midnight Repairs (Hyperspace),Foil,Uncommon,$0.50
Qi'ra - Playing Her Part,Foil,Rare,$0.50
Resilient,Foil,Special,$0.50
Salacious Crumb - Obnoxious Pet,Foil,Uncommon,$0.50
Sundari Peacekeeper,Foil,Uncommon,$0.50
The Client - Dictated by Discretion (Hyperspace),Foil,Uncommon,$0.50
Top Target (Hyperspace),Foil,Uncommon,$0.50
Unrefusable Offer,Normal,Rare,$0.50
Bo-Katan Kryze - Princess in Exile,Normal,Rare,$0.51
Val - Loyal to the End,Normal,Rare,$0.51
Hunter of the Haxion Brood (Hyperspace),Normal,Common,$0.52
Hutt's Henchmen (Hyperspace),Foil,Common,$0.52
Jabba's Rancor - Pateesa,Foil,Uncommon,$0.52
Mandalorian Warrior (Hyperspace),Normal,Common,$0.52
Price on Your Head (Hyperspace),Normal,Common,$0.52
Reckless Gunslinger (Hyperspace),Normal,Common,$0.52
Street Gang Recruiter (Hyperspace),Foil,Common,$0.52
Zuckuss - Bounty Hunter for Hire,Foil,Uncommon,$0.52
Hunter - Outcast Sergeant (Hyperspace),Normal,Rare,$0.53
Modded Cohort (Hyperspace),Normal,Common,$0.53
Sugi - Hired Guardian,Foil,Rare,$0.53
Timely Intervention,Foil,Common,$0.53
Armed to the Teeth,Foil,Uncommon,$0.54
Enterprising Lackeys,Normal,Rare,$0.54
Ephant Mon - Head of Security,Normal,Rare,$0.54
HWK-290 Freighter (Hyperspace),Normal,Common,$0.54
Tobias Beckett - I Trust No One,Normal,Rare,$0.54
Brutal Traditions,Foil,Uncommon,$0.55
Remnant Reserves (Hyperspace),Normal,Uncommon,$0.55
Survivors' Gauntlet,Normal,Rare,$0.55
Calculated Lethality,Normal,Special,$0.56
Echo - Restored,Foil,Uncommon,$0.56
Imprisoned,Normal,Rare,$0.56
Lady Proxima - White Worm Matriarch,Foil,Uncommon,$0.56
Price on Your Head,Foil,Common,$0.56
Gideon's Light Cruiser - Dark Troopers' Station,Normal,Special,$0.57
Maz Kanata - Pirate Queen,Normal,Rare,$0.57
Stolen Landspeeder,Normal,Rare,$0.57
Hunter - Outcast Sergeant,Normal,Rare,$0.58
Legal Authority,Normal,Rare,$0.58
Mystic Reflection,Normal,Rare,$0.58
Evidence of the Crime,Foil,Rare,$0.59
Freetown Backup (Hyperspace),Normal,Uncommon,$0.59
General Rieekan - Defensive Strategist,Normal,Rare,$0.59
Krrsantan - Muscle for Hire,Foil,Uncommon,$0.59
Tobias Beckett - I Trust No One,Foil,Rare,$0.59
Unrefusable Offer,Foil,Rare,$0.59
Valiant Assault Ship (Hyperspace),Normal,Uncommon,$0.60
Black Sun Starfighter (Hyperspace),Normal,Common,$0.61
Public Enemy (Hyperspace),Foil,Common,$0.61
Desperate Attack (Hyperspace),Foil,Common,$0.62
Finn - This is a Rescue (Hyperspace),Normal,Rare,$0.62
Outland TIE Vanguard (Hyperspace),Normal,Common,$0.62
Ruthlessness,Normal,Rare,$0.62
Sundari Peacekeeper,Foil,Uncommon,$0.62
Bravado (Hyperspace),Foil,Uncommon,$0.63
Doctor Pershing - Experimenting With Life,Foil,Rare,$0.63
Jabba the Hutt - His High Exaltedness,Normal,Rare,$0.63
Kragan Gorr - Warbird Captain,Foil,Rare,$0.63
Omega - Part of the Squad,Normal,Rare,$0.63
Arquitens Assault Cruiser,Normal,Rare,$0.64
Coruscant Dissident (Hyperspace),Normal,Uncommon,$0.64
Lando Calrissian - With Impeccable Taste (Hyperspace),Normal,Rare,$0.64
Spare the Target (Hyperspace),Normal,Uncommon,$0.64
Cargo Juggernaut (Hyperspace),Foil,Common,$0.65
Frontier Trader (Hyperspace),Normal,Common,$0.65
Look the Other Way (Hyperspace),Foil,Common,$0.65
Warbird Stowaway (Hyperspace),Foil,Common,$0.65
Doctor Aphra - Rapacious Archaeologist (Hyperspace),Normal,Rare,$0.66
Ephant Mon - Head of Security,Foil,Rare,$0.66
Kuiil - I Have Spoken (Hyperspace),Normal,Uncommon,$0.66
Twin Pod Cloud Car (Hyperspace),Foil,Common,$0.66
Doctor Pershing - Experimenting With Life,Foil,Rare,$0.67
Inspiring Mentor,Normal,Rare,$0.67
Kragan Gorr - Warbird Captain,Normal,Rare,$0.67
Mandalorian Armor,Normal,Rare,$0.67
Arquitens Assault Cruiser,Normal,Rare,$0.68
Bounty Guild Initiate (Hyperspace),Foil,Common,$0.68
Mystic Reflection,Foil,Rare,$0.68
Privateer Crew (Hyperspace),Normal,Uncommon,$0.68
Pyke Sentinel (Hyperspace),Normal,Common,$0.68
Ruthless Assassin (Hyperspace),Foil,Common,$0.68
Survivors' Gauntlet,Foil,Rare,$0.68
Unrefusable Offer,Foil,Rare,$0.68
Finn - This is a Rescue (Hyperspace),Normal,Rare,$0.69
Clan Saxon Gauntlet (Hyperspace),Normal,Uncommon,$0.70
Evidence of the Crime,Normal,Rare,$0.70
Let the Wookiee Win,Normal,Rare,$0.70
Relentless Pursuit (Hyperspace),Foil,Common,$0.70
Rich Reward (Hyperspace),Foil,Common,$0.70
Tobias Beckett - I Trust No One,Normal,Rare,$0.70
4-LOM - Bounty Hunter for Hire,Foil,Uncommon,$0.71
HWK-290 Freighter (Hyperspace),Foil,Common,$0.71
Zorii Bliss - Valiant Smuggler,Foil,Rare,$0.71
Fennec Shand - Loyal Sharpshooter,Foil,Uncommon,$0.72
Imprisoned,Foil,Rare,$0.72
Millennium Falcon - Lando's Pride (Hyperspace),Normal,Uncommon,$0.72
Wild Rancor,Foil,Rare,$0.72
Daring Raid (Hyperspace),Normal,Common,$0.73
Ruthlessness,Normal,Rare,$0.73
Collections Starhopper (Hyperspace),Foil,Common,$0.74
Fugitive Wookiee (Hyperspace),Foil,Common,$0.74
A New Adventure,Normal,Uncommon,$0.75
Desperado Freighter (Hyperspace),Foil,Common,$0.75
Follower of the Way (Hyperspace),Foil,Common,$0.75
Hylobon Enforcer (Hyperspace),Foil,Common,$0.75
L3-37 - Droid Revolutionary (Hyperspace),Normal,Uncommon,$0.75
Lando Calrissian - With Impeccable Taste,Normal,Rare,$0.75
Pre Vizsla - Power Hungry,Foil,Rare,$0.75
Privateer Crew (Hyperspace),Foil,Uncommon,$0.75
Reckless Gunslinger,Foil,Common,$0.75
Val - Loyal to the End,Foil,Rare,$0.75
Weequay Pirate Gang (Hyperspace),Foil,Common,$0.75
Dengar - The Demolisher,Foil,Uncommon,$0.76
Hunter of the Haxion Brood (Hyperspace),Foil,Common,$0.76
Resourceful Pursuers (Hyperspace),Normal,Common,$0.76
Trandoshan Hunters (Hyperspace),Foil,Common,$0.76
Disabling Fang Fighter (Hyperspace),Foil,Common,$0.77
General Rieekan - Defensive Strategist,Foil,Rare,$0.77
Altering the Deal,Foil,Rare,$0.78
Niima Outpost Constables (Hyperspace),Foil,Common,$0.78
Rickety Quadjumper (Hyperspace),Foil,Common,$0.78
Twin Pod Cloud Car,Foil,Common,$0.78
Cobb Vanth - The Marshal,Normal,Rare,$0.79
Let the Wookiee Win,Foil,Rare,$0.79
Moff Gideon - Formidable Commander,Normal,Special,$0.79
Pre Vizsla - Power Hungry,Foil,Rare,$0.79
The Armorer - Survival Is Strength,Foil,Uncommon,$0.79
Nite Owl Skirmisher (Hyperspace),Foil,Common,$0.80
Unlicensed Headhunter (Hyperspace),Normal,Uncommon,$0.80
Wild Rancor,Normal,Rare,$0.80
Brutal Traditions (Hyperspace),Normal,Uncommon,$0.81
Covetous Rivals (Hyperspace),Foil,Common,$0.81
Maz Kanata - Pirate Queen,Normal,Rare,$0.81
Synara San - Loyal to Kragan (Hyperspace),Normal,Uncommon,$0.81
Tarfful - Kashyyyk Chieftain,Normal,Rare,$0.81
Choose Sides,Foil,Rare,$0.82
Omega - Part of the Squad,Foil,Rare,$0.82
Ruthlessness,Foil,Rare,$0.82
Doctor Aphra - Rapacious Archaeologist (Hyperspace),Normal,Rare,$0.83
Foundling (Hyperspace),Foil,Common,$0.83
Slaver's Freighter (Hyperspace),Foil,Common,$0.83
Timely Intervention (Hyperspace),Normal,Common,$0.83
Commission (Hyperspace),Foil,Uncommon,$0.84
Heroic Renegade (Hyperspace),Foil,Common,$0.84
Mystic Reflection,Foil,Rare,$0.84
Vigilant Pursuit Craft (Hyperspace),Foil,Common,$0.84
Bravado (Hyperspace),Normal,Uncommon,$0.85
First Light - Headquarters of the Crimson Dawn,Normal,Rare,$0.85
Gentle Giant (Hyperspace),Foil,Common,$0.85
The Mandalorian - Sworn To The Creed,Normal,Special,$0.85
Death Mark (Hyperspace),Foil,Common,$0.86
Armed to the Teeth (Hyperspace),Normal,Uncommon,$0.87
Bounty Posting (Hyperspace),Normal,Uncommon,$0.87
Heroic Resolve,Normal,Rare,$0.87
Lom Pyke - Dealer in Truths,Foil,Rare,$0.87
Top Target (Hyperspace),Normal,Uncommon,$0.87
Frontier Trader (Hyperspace),Foil,Common,$0.88
House Kast Soldier (Hyperspace),Foil,Common,$0.88
Privateer Scyk (Hyperspace),Foil,Common,$0.88
Smuggler's Aid (Hyperspace),Foil,Common,$0.88
Tarfful - Kashyyyk Chieftain,Foil,Rare,$0.88
First Light - Headquarters of the Crimson Dawn,Normal,Rare,$0.89
Vambrace Flamethrower,Foil,Rare,$0.89
Bo-Katan Kryze - Princess in Exile (Hyperspace),Normal,Rare,$0.90
Enforced Loyalty (Hyperspace),Normal,Uncommon,$0.90
Grogu - Irresistible,Normal,Special,$0.90
Ketsu Onyo - Old Friend (Hyperspace),Normal,Uncommon,$0.90
Mandalorian Armor,Normal,Rare,$0.90
Migs Mayfeld - Triggerman,Foil,Rare,$0.90
Moff Gideon - Formidable Commander,Normal,Special,$0.90
Reckless Gunslinger (Hyperspace),Foil,Common,$0.90
The Chaos of War,Normal,Rare,$0.90
Heroic Resolve,Normal,Rare,$0.91
Koska Reeves - Loyal Nite Owl,Normal,Rare,$0.91
Outlaw Corona (Hyperspace),Foil,Common,$0.91
This Is The Way (Hyperspace),Normal,Uncommon,$0.91
Chewbacca - Pykesbane,Normal,Rare,$0.92
Chewbacca - Pykesbane,Normal,Rare,$0.92
Greef Karga - Affable Commissioner,Normal,Special,$0.92
Take Captive (Hyperspace),Foil,Common,$0.92
Chain Code Collector (Hyperspace),Foil,Common,$0.93
Lady Proxima - White Worm Matriarch (Hyperspace),Normal,Uncommon,$0.93
Palpatine's Return,Normal,Rare,$0.93
Tobias Beckett - I Trust No One,Foil,Rare,$0.93
Cloud-Rider (Hyperspace),Normal,Common,$0.94
Freetown Backup (Hyperspace),Foil,Uncommon,$0.95
Qi'ra - Playing Her Part,Normal,Rare,$0.95
Rhokai Gunship (Hyperspace),Foil,Common,$0.95
Unexpected Escape (Hyperspace),Normal,Uncommon,$0.95
Kylo Ren - Rash and Deadly (Hyperspace),Normal,Rare,$0.96
Maz Kanata - Pirate Queen,Foil,Rare,$0.96
Commission (Hyperspace),Normal,Uncommon,$0.97
IG-11 - I Cannot Be Captured (Hyperspace),Normal,Uncommon,$0.97
Koska Reeves - Loyal Nite Owl,Normal,Rare,$0.97
Wroshyr Tree Tender (Hyperspace),Foil,Common,$0.97
Clan Saxon Gauntlet (Hyperspace),Normal,Uncommon,$0.98
Cloud-Rider (Hyperspace),Normal,Common,$0.98
Moisture Farmer (Hyperspace),Foil,Common,$0.98
Moment of Glory (Hyperspace),Foil,Common,$0.98
Pre Vizsla - Power Hungry,Normal,Rare,$0.98
Privateer Crew (Hyperspace),Foil,Uncommon,$0.99
Reputable Hunter (Hyperspace),Foil,Common,$0.99
The Armorer - Survival Is Strength (Hyperspace),Normal,Uncommon,$0.99
Top Target (Hyperspace),Normal,Uncommon,$0.99
Clan Saxon Gauntlet (Hyperspace),Foil,Uncommon,$1.00
Migs Mayfeld - Triggerman,Normal,Rare,$1.00
Supercommando Squad (Hyperspace),Foil,Common,$1.00
Tarfful - Kashyyyk Chieftain (Hyperspace),Normal,Rare,$1.00
Wild Rancor,Foil,Rare,$1.00
Adelphi Patrol Wing (Hyperspace),Foil,Common,$1.01
Mandalorian Armor,Foil,Rare,$1.01
Stolen Landspeeder,Foil,Rare,$1.01
Echo - Restored (Hyperspace),Normal,Uncommon,$1.02
Give In to Your Anger,Foil,Rare,$1.02
Guild Target (Hyperspace),Normal,Uncommon,$1.02
Ma Klounkee (Hyperspace),Normal,Common,$1.02
Rickety Quadjumper (Hyperspace),Foil,Common,$1.02
Outflank (Hyperspace),Foil,Common,$1.03
Cloud-Rider (Hyperspace),Foil,Common,$1.04
The Mandalorian's Rifle,Normal,Special,$1.04
Frozen in Carbonite (Hyperspace),Normal,Uncommon,$1.06
Qi'ra - I Alone Survived (Hyperspace),Normal,Rare,$1.06
Wanted Insurgents (Hyperspace),Foil,Common,$1.06
Criminal Muscle (Hyperspace),Foil,Common,$1.07
Clan Wren Rescuer (Hyperspace),Foil,Common,$1.08
Detention Block Rescue (Hyperspace),Foil,Common,$1.08
Kintan Intimidator (Hyperspace),Foil,Common,$1.08
Toro Calican - Ambitious Upstart (Hyperspace),Normal,Uncommon,$1.08
Choose Sides,Normal,Rare,$1.09
Discerning Veteran (Hyperspace),Foil,Common,$1.09
Doctor Evazan - Wanted on Twelve Systems,Normal,Rare,$1.09
Surprise Strike (Hyperspace),Foil,Common,$1.09
Doctor Evazan - Wanted on Twelve Systems,Normal,Rare,$1.10
Modded Cohort (Hyperspace),Foil,Common,$1.10
Vambrace Flamethrower,Normal,Rare,$1.10
Warzone Lieutenant (Hyperspace),Foil,Common,$1.10
Heroic Resolve,Foil,Rare,$1.11
Maz Kanata - Pirate Queen,Foil,Rare,$1.11
Relentless Pursuit (Hyperspace),Foil,Common,$1.12
Clan Wren Rescuer (Hyperspace),Foil,Common,$1.13
Zuckuss - Bounty Hunter for Hire (Hyperspace),Normal,Uncommon,$1.13
Rival's Fall (Hyperspace),Normal,Common,$1.14
Qi'ra - Playing Her Part,Foil,Rare,$1.15
The Chaos of War,Foil,Rare,$1.15
The Chaos of War,Normal,Rare,$1.15
Hunter - Outcast Sergeant (Hyperspace),Normal,Rare,$1.16
Hylobon Enforcer (Hyperspace),Foil,Common,$1.16
Legal Authority,Foil,Rare,$1.16
Cassian Andor - Rebellions Are Built On Hope (Hyperspace),Normal,Uncommon,$1.17
Mandalorian Armor,Foil,Rare,$1.17
Village Protectors (Hyperspace),Foil,Common,$1.17
Enticing Reward (Hyperspace),Normal,Uncommon,$1.18
The Chaos of War,Foil,Rare,$1.18
The Client - Dictated by Discretion (Hyperspace),Normal,Uncommon,$1.19
Jetpack (Hyperspace),Normal,Uncommon,$1.22
Mandalorian Warrior (Hyperspace),Foil,Common,$1.22
Xanadu Blood - Cad Bane's Reward,Normal,Rare,$1.22
L3-37 - Droid Revolutionary (Hyperspace),Normal,Uncommon,$1.23
Principled Outlaw (Hyperspace),Foil,Common,$1.23
Arquitens Assault Cruiser,Foil,Rare,$1.24
Grey Squadron Y-Wing (Hyperspace),Foil,Common,$1.24
Migs Mayfeld - Triggerman,Normal,Rare,$1.25
The Marauder - Shuttling the Bad Batch,Foil,Rare,$1.25
Pirate Battle Tank (Hyperspace),Foil,Common,$1.26
Cobb Vanth - The Marshal,Foil,Rare,$1.27
Fenn Rau - Protector of Concord Dawn (Hyperspace),Normal,Uncommon,$1.27
Follower of the Way (Hyperspace),Foil,Common,$1.27
Qi'ra - Playing Her Part,Normal,Rare,$1.27
Vambrace Flamethrower,Normal,Rare,$1.27
Enfys Nest - Marauder (Hyperspace),Normal,Uncommon,$1.30
Qi'ra - I Alone Survived (Hyperspace),Normal,Rare,$1.30
Supercommando Squad (Hyperspace),Foil,Common,$1.30
Synara San - Loyal to Kragan (Hyperspace),Foil,Uncommon,$1.30
Jango Fett - Renowned Bounty Hunter,Normal,Rare,$1.32
Wanted (Hyperspace),Foil,Common,$1.32
Mercenary Gunship (Hyperspace),Normal,Uncommon,$1.33
Mercenary Gunship (Hyperspace),Normal,Uncommon,$1.33
First Light - Headquarters of the Crimson Dawn,Foil,Rare,$1.34
Smuggler's Starfighter (Hyperspace),Foil,Common,$1.35
Koska Reeves - Loyal Nite Owl,Foil,Rare,$1.36
Sundari Peacekeeper (Hyperspace),Normal,Uncommon,$1.36
Crosshair - Following Orders (Hyperspace),Normal,Uncommon,$1.37
Krrsantan - Muscle for Hire (Hyperspace),Normal,Uncommon,$1.37
Migs Mayfeld - Triggerman,Foil,Rare,$1.37
Fenn Rau - Protector of Concord Dawn (Hyperspace),Normal,Uncommon,$1.38
Gamorrean Retainer (Hyperspace),Foil,Common,$1.38
Rose Tico - Dedicated to the Cause (Hyperspace),Normal,Uncommon,$1.39
Punishing One - Dengar's Jumpmaster (Hyperspace),Normal,Uncommon,$1.40
Desperado Freighter (Hyperspace),Foil,Common,$1.42
Toro Calican - Ambitious Upstart (Hyperspace),Normal,Uncommon,$1.42
Mercenary Company (Hyperspace),Foil,Common,$1.43
Bounty Hunter's Quarry (Hyperspace),Normal,Uncommon,$1.44
Palpatine's Return,Foil,Rare,$1.44
Outland TIE Vanguard (Hyperspace),Foil,Common,$1.47
Wroshyr Tree Tender (Hyperspace),Foil,Common,$1.47
Chewbacca - Pykesbane,Foil,Rare,$1.48
Covert Strength (Hyperspace),Foil,Common,$1.48
Scanning Officer (Hyperspace),Normal,Uncommon,$1.48
Vambrace Flamethrower,Foil,Rare,$1.48
Bo-Katan Kryze - Princess in Exile (Hyperspace),Normal,Rare,$1.49
Cartel Turncoat (Hyperspace),Foil,Common,$1.49
Death Watch Loyalist (Hyperspace),Foil,Common,$1.49
Enterprising Lackeys (Hyperspace),Normal,Rare,$1.49
Black Sun Starfighter (Hyperspace),Foil,Common,$1.50
Concord Dawn Interceptors (Hyperspace),Normal,Uncommon,$1.50
Palpatine's Return,Foil,Rare,$1.50
Palpatine's Return,Normal,Rare,$1.50
Doctor Evazan - Wanted on Twelve Systems,Foil,Rare,$1.51
Clan Saxon Gauntlet (Hyperspace),Foil,Uncommon,$1.52
Bo-Katan Kryze - Fighting For Mandalore (Hyperspace),Normal,Uncommon,$1.53
Kylo Ren - Rash and Deadly (Hyperspace),Normal,Rare,$1.53
Chewbacca - Pykesbane,Foil,Rare,$1.54
Jabba's Rancor - Pateesa (Hyperspace),Normal,Uncommon,$1.54
Fell the Dragon (Hyperspace),Normal,Uncommon,$1.55
Concord Dawn Interceptors (Hyperspace),Normal,Uncommon,$1.59
Cobb Vanth - The Marshal,Normal,Rare,$1.62
Hunting Nexu (Hyperspace),Foil,Common,$1.62
Bravado (Hyperspace),Foil,Uncommon,$1.63
The Marauder - Shuttling the Bad Batch,Normal,Rare,$1.63
Xanadu Blood - Cad Bane's Reward,Normal,Rare,$1.63
Cripple Authority (Hyperspace),Foil,Uncommon,$1.65
Clan Challengers (Hyperspace),Foil,Common,$1.66
Wookiee Warrior (Hyperspace),Foil,Common,$1.68
Protector of the Throne (Hyperspace),Foil,Common,$1.69
Dengar - The Demolisher (Hyperspace),Normal,Uncommon,$1.71
Altering the Deal (Hyperspace),Normal,Rare,$1.72
Inspiring Mentor,Foil,Rare,$1.72
Cobb Vanth - The Marshal (Hyperspace),Normal,Rare,$1.73
Ketsu Onyo - Old Friend (Hyperspace),Normal,Uncommon,$1.73
Razor Crest - Reliable Gunship,Normal,Special,$1.73
The Marauder - Shuttling the Bad Batch,Normal,Rare,$1.74
Boba Fett's Armor,Normal,Rare,$1.75
Black Sun Starfighter (Hyperspace),Foil,Common,$1.78
Echo - Restored (Hyperspace),Foil,Uncommon,$1.80
Price on Your Head (Hyperspace),Foil,Common,$1.80
Pyke Sentinel (Hyperspace),Foil,Common,$1.80
Sundari Peacekeeper (Hyperspace),Normal,Uncommon,$1.80
Guavian Antagonizer (Hyperspace),Foil,Common,$1.82
Weequay Pirate Gang (Hyperspace),Foil,Common,$1.82
Boba Fett's Armor,Normal,Rare,$1.87
Imprisoned (Hyperspace),Normal,Rare,$1.87
Sugi - Hired Guardian (Hyperspace),Normal,Rare,$1.89
Coruscant Dissident (Hyperspace),Foil,Uncommon,$1.90
Pyke Sentinel (Hyperspace),Foil,Common,$1.90
The Marauder - Shuttling the Bad Batch,Foil,Rare,$1.95
Swoop Down,Normal,Rare,$1.98
4-LOM - Bounty Hunter for Hire,Foil,Uncommon,$2.00
Death Mark (Hyperspace),Foil,Common,$2.00
Embo - Stoic and Resolute (Hyperspace),Normal,Uncommon,$2.00
Enfys Nest - Marauder (Hyperspace),Foil,Uncommon,$2.00
Fennec Shand - Loyal Sharpshooter (Hyperspace),Normal,Uncommon,$2.00
Lady Proxima - White Worm Matriarch (Hyperspace),Foil,Uncommon,$2.00
Brutal Traditions (Hyperspace),Foil,Uncommon,$2.07
Cloud-Rider (Hyperspace),Foil,Common,$2.07
Bounty Posting (Hyperspace),Foil,Uncommon,$2.08
Wild Rancor (Hyperspace),Normal,Rare,$2.08
Jango Fett - Renowned Bounty Hunter,Normal,Rare,$2.09
Let the Wookiee Win (Hyperspace),Normal,Rare,$2.10
Swoop Down,Foil,Rare,$2.10
Zuckuss - Bounty Hunter for Hire (Hyperspace),Normal,Uncommon,$2.10
Maz Kanata - Pirate Queen (Hyperspace),Normal,Rare,$2.11
Punishing One - Dengar's Jumpmaster (Hyperspace),Normal,Uncommon,$2.11
Xanadu Blood - Cad Bane's Reward,Foil,Rare,$2.11
Fell the Dragon (Hyperspace),Normal,Uncommon,$2.12
Surprise Strike (Hyperspace),Foil,Common,$2.15
Unlicensed Headhunter (Hyperspace),Foil,Uncommon,$2.15
Unexpected Escape (Hyperspace),Foil,Uncommon,$2.17
Mercenary Gunship (Hyperspace),Foil,Uncommon,$2.18
Jabba the Hutt - His High Exaltedness (Hyperspace),Normal,Rare,$2.19
Spare the Target (Hyperspace),Foil,Uncommon,$2.20
Daring Raid (Hyperspace),Foil,Common,$2.22
The Client - Dictated by Discretion (Hyperspace),Normal,Uncommon,$2.24
Jabba the Hutt - His High Exaltedness (Hyperspace),Normal,Rare,$2.25
Inspiring Mentor (Hyperspace),Normal,Rare,$2.28
Remnant Reserves (Hyperspace),Foil,Uncommon,$2.32
Salacious Crumb - Obnoxious Pet (Hyperspace),Normal,Uncommon,$2.32
Coruscant Dissident (Hyperspace),Foil,Uncommon,$2.34
Cassian Andor - Rebellions Are Built On Hope (Hyperspace),Normal,Uncommon,$2.35
Valiant Assault Ship (Hyperspace),Foil,Uncommon,$2.35
Dengar - The Demolisher (Hyperspace),Normal,Uncommon,$2.36
Enforced Loyalty (Hyperspace),Foil,Uncommon,$2.37
Inspiring Mentor (Hyperspace),Normal,Rare,$2.38
Enterprising Lackeys (Hyperspace),Normal,Rare,$2.40
Lando Calrissian - With Impeccable Taste (Hyperspace),Normal,Rare,$2.42
Bounty Hunter's Quarry (Hyperspace),Normal,Uncommon,$2.43
Embo - Stoic and Resolute (Hyperspace),Normal,Uncommon,$2.43
A New Adventure (Hyperspace),Normal,Uncommon,$2.45
Swoop Down,Normal,Rare,$2.46
Altering the Deal (Hyperspace),Foil,Rare,$2.47
Zorii Bliss - Valiant Smuggler (Hyperspace),Normal,Rare,$2.47
Ma Klounkee (Hyperspace),Normal,Common,$2.50
Ruthlessness (Hyperspace),Normal,Rare,$2.50
Tech - Source of Insight,Normal,Rare,$2.53
