Product Name,Printing,Rarity,Market Price
The Armorer - Survival Is Strength,Normal,Uncommon,$0.19
Gentle Giant,Normal,Common,$0.07
"The Mandalorian - Wherever I Go, He Goes",Normal,Legendary,$20.18
Chewbacca - Pykesbane,Normal,Rare,$0.89
Mystic Reflection,Normal,Rare,$0.54
Sugi - Hired Guardian,Normal,Rare,$0.39
Second Chance,Normal,Legendary,$7.23
Midnight Repairs,Normal,Uncommon,$0.13
Moisture Farmer,Normal,Common,$0.08
Follower of The Way,Normal,Common,$0.08
Rickety Quadjumper,Normal,Common,$0.09
Val - Loyal to the End,Normal,Rare,$0.42
Embo - Stoic and Resolute,Normal,Uncommon,$0.12
HWK-290 Freighter,Normal,Common,$0.09
Wroshyr Tree Tender,Normal,Common,$0.08
Niima Outpost Constables,Normal,Common,$0.06
Survivors' Gauntlet,Normal,Rare,$0.53
Vigilant Pursuit Craft,Normal,Common,$0.05
Cargo Juggernaut,Normal,Common,$0.06
Fenn Rau - Protector of Concord Dawn,Normal,Uncommon,$0.17
Public Enemy,Normal,Common,$0.06
Foundling,Normal,Common,$0.10
Resilient,Normal,Common,$0.27
Top Target,Normal,Uncommon,$0.12
Imprisoned,Normal,Rare,$0.51
Mandalorian Armor,Normal,Rare,$0.96
Vambrace Grappleshot,Normal,Common,$0.09
Covert Strength,Normal,Common,$0.08
Unexpected Escape,Normal,Uncommon,$0.15
Evidence of the Crime,Normal,Rare,$0.34
Fell the Dragon,Normal,Uncommon,$0.21
Rival's Fall,Normal,Common,$0.10
Salacious Crumb - Obnoxious Pet,Normal,Uncommon,$0.24
Outland TIE Vanguard,Normal,Common,$0.09
Seasoned Shoretrooper,Normal,Common,$0.13
Superlaser Technician,Normal,Common,$0.41
Warbird Stowaway,Normal,Common,$0.08
Crosshair - Following Orders,Normal,Uncommon,$0.19
Ephant Mon - Head of Security,Normal,Rare,$0.38
Pirate Battle Tank,Normal,Common,$0.08
Maul - Shadow Collective Visionary,Normal,Rare,$12.27
Jabba's Rancor - Pateesa,Normal,Uncommon,$0.15
Finalizer - Might of the First Order,Normal,Legendary,$6.01
Remnant Reserves,Normal,Uncommon,$0.15
Palpatine's Return,Normal,Rare,$1.26
Clone Deserter,Normal,Common,$0.07
Maz Kanata - Pirate Queen,Normal,Rare,$0.63
Freetown Backup,Normal,Uncommon,$0.13
Sundari Peacekeeper,Normal,Uncommon,$0.18
Echo - Restored,Normal,Uncommon,$0.11
Modded Cohort,Normal,Common,$0.07
Adelphi Patrol Wing,Normal,Common,$0.07
The Marauder - Shuttling the Bad Batch,Normal,Rare,$1.97
General Rieekan - Defensive Strategist,Normal,Rare,$0.38
Inspiring Mentor,Normal,Rare,$0.63
Spark of Hope,Normal,Uncommon,$0.26
Rule with Respect,Normal,Legendary,$6.22
Enterprising Lackeys,Normal,Rare,$0.29
Enforced Loyalty,Normal,Uncommon,$0.12
Endless Legions,Normal,Legendary,$5.03
Warzone Lieutenant,Normal,Common,$0.04
Collections Starhopper,Normal,Common,$0.09
Gamorrean Retainer,Normal,Common,$0.07
Privateer Crew,Normal,Uncommon,$0.11
Scanning Officer,Normal,Uncommon,$0.15
Cobb Vanth - The Marshal,Normal,Rare,$1.18
Outlaw Corona,Normal,Common,$0.05
Reputable Hunter,Normal,Common,$0.05
Kihraxz Heavy Fighter,Normal,Uncommon,$0.18
Weequay Pirate Gang,Normal,Common,$0.09
Discerning Veteran,Normal,Common,$0.07
Mercenary Company,Normal,Common,$0.07
Arquitens Assault Cruiser,Normal,Rare,$0.82
Bounty Hunter's Quarry,Normal,Uncommon,$0.27
Legal Authority,Normal,Rare,$0.57
Price on Your Head,Normal,Common,$0.10
The Darksaber,Normal,Legendary,$40.40
Commission,Normal,Uncommon,$0.10
Outflank,Normal,Common,$0.07
Timely Intervention,Normal,Common,$0.07
Moment of Glory,Normal,Common,$0.07
Take Captive,Normal,Common,$0.06
Choose Sides,Normal,Rare,$0.54
Dengar - The Demolisher,Normal,Uncommon,$0.20
Guavian Antagonizer,Normal,Common,$0.07
Kylo's TIE Silencer - Ruthlessly Efficient,Normal,Legendary,$27.61
Death Watch Loyalist,Normal,Common,$0.07
Punishing One - Dengar's Jumpmaster,Normal,Uncommon,$0.29
Jango Fett - Renowned Bounty Hunter,Normal,Rare,$2.27
Krrsantan - Muscle for Hire,Normal,Uncommon,$0.20
Trandoshan Hunters,Normal,Common,$0.07
Kylo Ren - Killing the Past,Normal,Legendary,$16.77
Pre Vizsla - Power Hungry,Normal,Rare,$0.75
Ruthlessness,Normal,Rare,$0.71
Give In to Your Anger,Normal,Rare,$0.63
Headhunting,Normal,Uncommon,$0.11
Heroic Renegade,Normal,Common,$0.05
Ketsu Onyo - Old Friend,Normal,Uncommon,$0.19
Cassian Andor - Rebellions Are Built On Hope,Normal,Uncommon,$0.23
Nite Owl Skirmisher,Normal,Common,$0.11
Koska Reeves - Loyal Nite Owl,Normal,Rare,$1.05
Valiant Assault Ship,Normal,Uncommon,$0.11
Desperado Freighter,Normal,Common,$0.11
Poe Dameron - Quick to Improvise,Normal,Legendary,$48.57
Wrecker - Boom!,Normal,Rare,$7.57
Heroic Resolve,Normal,Rare,$0.88
Cripple Authority,Normal,Uncommon,$0.14
Bo-Katan Kryze - Fighting For Mandalore,Normal,Uncommon,$0.19
Wild Rancor,Normal,Rare,$0.41
The Chaos of War,Normal,Rare,$0.93
Reckless Gunslinger,Normal,Common,$0.07
Stolen Landspeeder,Normal,Rare,$0.56
House Kast Soldier,Normal,Common,$0.09
Migs Mayfeld - Triggerman,Normal,Rare,$1.27
Rhokai Gunship,Normal,Common,$0.07
Unlicensed Headhunter,Normal,Uncommon,$0.16
Disabling Fang Fighter,Normal,Common,$0.06
Wanted Insurgents,Normal,Common,$0.08
Hunting Nexu,Normal,Common,$0.07
Clan Challengers,Normal,Common,$0.09
IG-11 - I Cannot Be Captured,Normal,Uncommon,$0.21
Covetous Rivals,Normal,Common,$0.07
Krayt Dragon,Normal,Legendary,$44.52
Guild Target,Normal,Uncommon,$0.21
Hotshot DL-44 Blaster,Normal,Rare,$4.25
Armed to the Teeth,Normal,Uncommon,$0.14
Death Mark,Normal,Common,$0.09
Vambrace Flamethrower,Normal,Rare,$1.43
Daring Raid,Normal,Common,$0.09
Desperate Attack,Normal,Common,$0.07
Detention Block Rescue,Normal,Common,$0.08
Pillage,Normal,Common,$0.09
Bravado,Normal,Uncommon,$0.16
Kintan Intimidator,Normal,Common,$0.08
Bazine Netal - Spy for the First Order,Normal,Rare,$4.35
Doctor Evazan - Wanted on Twelve Systems,Normal,Rare,$1.11
Hunter of the Haxion Brood,Normal,Common,$0.05
Lurking TIE Phantom,Normal,Uncommon,$0.28
4-LOM - Bounty Hunter for Hire,Normal,Uncommon,$0.27
Slaver's Freighter,Normal,Common,$0.05
Zuckuss - Bounty Hunter for Hire,Normal,Uncommon,$0.17
Xanadu Blood - Cad Bane's Reward,Normal,Rare,$1.45
Dryden Vos - Offering No Escape,Normal,Legendary,$11.05
Frozen in Carbonite,Normal,Uncommon,$0.18
Triple Dark Raid,Normal,Rare,$4.64
Cartel Turncoat,Normal,Common,$0.06
L3-37 - Droid Revolutionary,Normal,Uncommon,$0.17
Omega - Part of the Squad,Normal,Rare,$0.50
Coruscant Dissident,Normal,Uncommon,$0.16
Liberated Slaves,Normal,Common,$0.05
Principled Outlaw,Normal,Common,$0.04
Qi'ra - Playing Her Part,Normal,Rare,$0.90
Zorii Bliss - Valiant Smuggler,Normal,Rare,$0.45
Millennium Falcon - Lando's Pride,Normal,Uncommon,$0.18
Let the Wookiee Win,Normal,Rare,$0.60
Spare the Target,Normal,Uncommon,$0.10
A New Adventure,Normal,Uncommon,$0.15
Final Showdown,Normal,Legendary,$7.31
Criminal Muscle,Normal,Common,$0.05
Cloud-Rider,Normal,Common,$0.08
Fugitive Wookiee,Normal,Common,$0.07
Privateer Scyk,Normal,Common,$0.07
DJ - Blatant Thief,Normal,Legendary,$14.55
Frontier Trader,Normal,Common,$0.07
Smuggler's Starfighter,Normal,Common,$0.08
Chain Code Collector,Normal,Common,$0.04
Tobias Beckett - I Trust No One,Normal,Rare,$0.70
Resourceful Pursuers,Normal,Common,$0.11
Enfys Nest - Marauder,Normal,Uncommon,$0.13
Fennec Shand - Loyal Sharpshooter,Normal,Uncommon,$0.13
Wanted,Normal,Common,$0.06
Enticing Reward,Normal,Uncommon,$0.18
Boba Fett's Armor,Normal,Rare,$2.72
Jetpack,Normal,Uncommon,$0.23
Unrefusable Offer,Normal,Rare,$0.43
Look the Other Way,Normal,Common,$0.05
Bounty Posting,Normal,Uncommon,$0.15
Ma Klounkee,Normal,Common,$0.10
Swoop Down,Normal,Rare,$2.46
Surprise Strike,Normal,Common,$0.04
Relentless Pursuit,Normal,Common,$0.08
Evacuate,Normal,Legendary,$11.12
Ruthless Assassin,Normal,Common,$0.07
Black Sun Starfighter,Normal,Common,$0.10
Toro Calican - Ambitious Upstart,Normal,Uncommon,$0.20
Hutt's Henchmen,Normal,Common,$0.06
Kragan Gorr - Warbird Captain,Normal,Rare,$0.40
Altering the Deal,Normal,Rare,$0.43
No Bargain,Normal,Common,$0.05
Grey Squadron Y-Wing,Normal,Common,$0.06
Protector of the Throne,Normal,Common,$0.06
Tech - Source of Insight,Normal,Rare,$2.14
Wookiee Warrior,Normal,Common,$0.07
Tarfful - Kashyyyk Chieftain,Normal,Rare,$0.79
Smuggler's Aid,Normal,Common,$0.07
This Is The Way,Normal,Uncommon,$0.15
Bounty Guild Initiate,Normal,Common,$0.11
Lady Proxima - White Worm Matriarch,Normal,Uncommon,$0.24
Mercenary Gunship,Normal,Uncommon,$0.10
Underworld Thug,Normal,Common,$0.04
Mandalorian Warrior,Normal,Common,$0.09
Twin Pod Cloud Car,Normal,Common,$0.05
Street Gang Recruiter,Normal,Common,$0.15
Rich Reward,Normal,Common,$0.09
Gar Saxon - Viceroy of Mandalore (Hyperspace),Normal,Common,$0.23
Qi'ra - I Alone Survived (Hyperspace),Normal,Rare,$1.12
Finn - This is a Rescue (Hyperspace),Normal,Rare,$0.85
Rey - More Than a Scavenger (Hyperspace),Normal,Common,$0.18
Hondo Ohnaka - That's Good Business (Hyperspace),Normal,Common,$0.24
Jabba the Hutt - His High Exaltedness (Hyperspace),Normal,Rare,$2.03
Boba Fett - Daimyo (Hyperspace),Normal,Common,$0.21
Hunter - Outcast Sergeant (Hyperspace),Normal,Rare,$0.96
Bossk - Hunting His Prey (Hyperspace),Normal,Common,$0.20
Kylo Ren - Rash and Deadly (Hyperspace),Normal,Rare,$1.38
Bo-Katan Kryze - Princess in Exile (Hyperspace),Normal,Rare,$1.00
Han Solo - Worth the Risk (Hyperspace),Normal,Common,$0.20
Cad Bane - He Who Needs No Introduction (Hyperspace),Normal,Common,$0.17
Doctor Aphra - Rapacious Archaeologist (Hyperspace),Normal,Rare,$0.77
Fennec Shand - Honoring the Deal (Hyperspace),Normal,Common,$0.24
Lando Calrissian - With Impeccable Taste (Hyperspace),Normal,Rare,$0.75
Remnant Science Facility // Experience (Hyperspace),Normal,Common,$0.37
Remnant Science Facility // Shield (Hyperspace),Normal,Common,$0.19
Remote Village // Experience (Hyperspace),Normal,Common,$0.41
Remote Village // Shield (Hyperspace),Normal,Common,$0.25
Maz Kanata's Castle // Experience (Hyperspace),Normal,Common,$0.24
Maz Kanata's Castle // Shield (Hyperspace),Normal,Common,$0.23
Nevarro City // Experience (Hyperspace),Normal,Common,$0.36
Nevarro City // Shield (Hyperspace),Normal,Common,$0.37
Death Watch Hideout // Experience (Hyperspace),Normal,Common,$0.16
Death Watch Hideout // Shield (Hyperspace),Normal,Common,$0.40
Spice Mines // Experience (Hyperspace),Normal,Common,$0.21
Spice Mines // Shield (Hyperspace),Normal,Common,$0.21
Coronet City // Experience (Hyperspace),Normal,Common,$0.29
Coronet City // Shield (Hyperspace),Normal,Common,$0.34
Jabba's Palace // Experience (Hyperspace),Normal,Common,$0.21
Jabba's Palace // Shield (Hyperspace),Normal,Common,$0.36
Hylobon Enforcer (Hyperspace),Normal,Common,$0.79
Doctor Pershing - Experimenting With Life (Hyperspace),Normal,Rare,$4.07
Pyke Sentinel (Hyperspace),Normal,Common,$0.36
The Client - Dictated by Discretion (Hyperspace),Normal,Uncommon,$2.56
Lom Pyke - Dealer in Truths (Hyperspace),Normal,Rare,$7.43
Synara San - Loyal to Kragan (Hyperspace),Normal,Uncommon,$0.86
Supercommando Squad (Hyperspace),Normal,Common,$0.40
Clan Saxon Gauntlet (Hyperspace),Normal,Uncommon,$1.11
First Light - Headquarters of the Crimson Dawn (Hyperspace),Normal,Rare,$9.89
Supreme Leader Snoke - Shadow Ruler (Hyperspace),Normal,Legendary,$32.84
Brutal Traditions (Hyperspace),Normal,Uncommon,$1.21
Clan Wren Rescuer (Hyperspace),Normal,Common,$0.36
Kuiil - I Have Spoken (Hyperspace),Normal,Uncommon,$0.62
Concord Dawn Interceptors (Hyperspace),Normal,Uncommon,$2.06
Village Protectors (Hyperspace),Normal,Common,$0.50
Rose Tico - Dedicated to the Cause (Hyperspace),Normal,Uncommon,$2.30
Rey - Keeping the Past (Hyperspace),Normal,Legendary,$32.40
The Armorer - Survival Is Strength (Hyperspace),Normal,Uncommon,$0.90
Gentle Giant (Hyperspace),Normal,Common,$0.55
"The Mandalorian - Wherever I Go, He Goes (Hyperspace)",Normal,Legendary,$34.51
Chewbacca - Pykesbane (Hyperspace),Normal,Rare,$7.46
Mystic Reflection (Hyperspace),Normal,Rare,$5.49
Sugi - Hired Guardian (Hyperspace),Normal,Rare,$2.46
Second Chance (Hyperspace),Normal,Legendary,$13.88
Midnight Repairs (Hyperspace),Normal,Uncommon,$0.47
Moisture Farmer (Hyperspace),Normal,Common,$0.44
Follower of the Way (Hyperspace),Normal,Common,$0.55
Rickety Quadjumper (Hyperspace),Normal,Common,$0.57
Val - Loyal to the End (Hyperspace),Normal,Rare,$3.50
Embo - Stoic and Resolute (Hyperspace),Normal,Uncommon,$2.83
HWK-290 Freighter (Hyperspace),Normal,Common,$0.61
Wroshyr Tree Tender (Hyperspace),Normal,Common,$0.41
Niima Outpost Constables (Hyperspace),Normal,Common,$0.22
Survivors' Gauntlet (Hyperspace),Normal,Rare,$3.31
Vigilant Pursuit Craft (Hyperspace),Normal,Common,$0.53
Cargo Juggernaut (Hyperspace),Normal,Common,$0.28
Fenn Rau - Protector of Concord Dawn (Hyperspace),Normal,Uncommon,$1.77
Public Enemy (Hyperspace),Normal,Common,$0.35
Foundling (Hyperspace),Normal,Common,$0.38
Top Target (Hyperspace),Normal,Uncommon,$1.17
Imprisoned (Hyperspace),Normal,Rare,$2.62
Mandalorian Armor (Hyperspace),Normal,Rare,$9.27
Vambrace Grappleshot (Hyperspace),Normal,Common,$0.57
Covert Strength (Hyperspace),Normal,Common,$0.61
Unexpected Escape (Hyperspace),Normal,Uncommon,$1.10
Evidence of the Crime (Hyperspace),Normal,Rare,$4.68
Fell the Dragon (Hyperspace),Normal,Uncommon,$1.92
Rival's Fall (Hyperspace),Normal,Common,$3.02
Salacious Crumb - Obnoxious Pet (Hyperspace),Normal,Uncommon,$3.40
Outland TIE Vanguard (Hyperspace),Normal,Common,$0.71
Warbird Stowaway (Hyperspace),Normal,Common,$0.17
Crosshair - Following Orders (Hyperspace),Normal,Uncommon,$1.51
Ephant Mon - Head of Security (Hyperspace),Normal,Rare,$4.45
Pirate Battle Tank (Hyperspace),Normal,Common,$0.56
Maul - Shadow Collective Visionary (Hyperspace),Normal,Rare,$26.84
Jabba's Rancor - Pateesa (Hyperspace),Normal,Uncommon,$1.76
Finalizer - Might of the First Order (Hyperspace),Normal,Legendary,$15.26
Remnant Reserves (Hyperspace),Normal,Uncommon,$0.70
Palpatine's Return (Hyperspace),Normal,Rare,$10.61
Clone Deserter (Hyperspace),Normal,Common,$0.60
Maz Kanata - Pirate Queen (Hyperspace),Normal,Rare,$2.80
Freetown Backup (Hyperspace),Normal,Uncommon,$0.75
Sundari Peacekeeper (Hyperspace),Normal,Uncommon,$1.60
Echo - Restored (Hyperspace),Normal,Uncommon,$1.28
Modded Cohort (Hyperspace),Normal,Common,$0.68
Adelphi Patrol Wing (Hyperspace),Normal,Common,$0.36
The Marauder - Shuttling the Bad Batch (Hyperspace),Normal,Rare,$7.36
General Rieekan - Defensive Strategist (Hyperspace),Normal,Rare,$4.44
Inspiring Mentor (Hyperspace),Normal,Rare,$2.96
Spark of Hope (Hyperspace),Normal,Uncommon,$3.47
Rule With Respect (Hyperspace),Normal,Legendary,$10.94
Enterprising Lackeys (Hyperspace),Normal,Rare,$2.65
Enforced Loyalty (Hyperspace),Normal,Uncommon,$1.09
Endless Legions (Hyperspace),Normal,Legendary,$14.95
Warzone Lieutenant (Hyperspace),Normal,Common,$0.45
Collections Starhopper (Hyperspace),Normal,Common,$0.24
Gamorrean Retainer (Hyperspace),Normal,Common,$0.94
Privateer Crew (Hyperspace),Normal,Uncommon,$0.80
Scanning Officer (Hyperspace),Normal,Uncommon,$1.86
Cobb Vanth - The Marshal (Hyperspace),Normal,Rare,$2.63
Outlaw Corona (Hyperspace),Normal,Common,$0.25
Reputable Hunter (Hyperspace),Normal,Common,$0.43
Kihraxz Heavy Fighter (Hyperspace),Normal,Uncommon,$0.48
Weequay Pirate Gang (Hyperspace),Normal,Common,$0.24
Discerning Veteran (Hyperspace),Normal,Common,$0.49
Mercenary Company (Hyperspace),Normal,Common,$0.56
Arquitens Assault Cruiser (Hyperspace),Normal,Rare,$3.22
Bounty Hunter's Quarry (Hyperspace),Normal,Uncommon,$3.04
Legal Authority (Hyperspace),Normal,Rare,$4.38
Price on Your Head (Hyperspace),Normal,Common,$0.52
The Darksaber (Hyperspace),Normal,Legendary,$48.46
Commission (Hyperspace),Normal,Uncommon,$0.82
Outflank (Hyperspace),Normal,Common,$0.29
Timely Intervention (Hyperspace),Normal,Common,$0.70
Moment of Glory (Hyperspace),Normal,Common,$0.49
Take Captive (Hyperspace),Normal,Common,$0.73
Choose Sides (Hyperspace),Normal,Rare,$6.85
Dengar - The Demolisher (Hyperspace),Normal,Uncommon,$2.16
Guavian Antagonizer (Hyperspace),Normal,Common,$0.70
Kylo's TIE Silencer - Ruthlessly Efficient (Hyperspace),Normal,Legendary,$35.18
Death Watch Loyalist (Hyperspace),Normal,Common,$0.36
Punishing One - Dengar's Jumpmaster (Hyperspace),Normal,Uncommon,$2.09
Jango Fett - Renowned Bounty Hunter (Hyperspace),Normal,Rare,$6.10
Krrsantan - Muscle for Hire (Hyperspace),Normal,Uncommon,$2.14
Trandoshan Hunters (Hyperspace),Normal,Common,$0.33
Kylo Ren - Killing the Past (Hyperspace),Normal,Legendary,$28.87
Pre Vizsla - Power Hungry (Hyperspace),Normal,Rare,$9.53
Ruthlessness (Hyperspace),Normal,Rare,$4.32
Give In to Your Anger (Hyperspace),Normal,Rare,$3.23
Headhunting (Hyperspace),Normal,Uncommon,$0.61
Heroic Renegade (Hyperspace),Normal,Common,$0.40
Ketsu Onyo - Old Friend (Hyperspace),Normal,Uncommon,$2.36
Cassian Andor - Rebellions Are Built On Hope (Hyperspace),Normal,Uncommon,$2.45
Nite Owl Skirmisher (Hyperspace),Normal,Common,$0.43
Koska Reeves - Loyal Nite Owl (Hyperspace),Normal,Rare,$4.42
Valiant Assault Ship (Hyperspace),Normal,Uncommon,$0.75
Desperado Freighter (Hyperspace),Normal,Common,$0.43
Poe Dameron - Quick to Improvise (Hyperspace),Normal,Legendary,$71.54
Wrecker - BOOM! (Hyperspace),Normal,Rare,$18.81
Heroic Resolve (Hyperspace),Normal,Rare,$4.30
Cripple Authority (Hyperspace),Normal,Uncommon,$0.28
Bo-Katan Kryze - Fighting For Mandalore (Hyperspace),Normal,Uncommon,$1.42
Wild Rancor (Hyperspace),Normal,Rare,$2.32
The Chaos of War (Hyperspace),Normal,Rare,$4.92
Reckless Gunslinger (Hyperspace),Normal,Common,$0.81
Stolen Landspeeder (Hyperspace),Normal,Rare,$3.68
House Kast Soldier (Hyperspace),Normal,Common,$0.47
Migs Mayfeld - Triggerman (Hyperspace),Normal,Rare,$5.59
Rhokai Gunship (Hyperspace),Normal,Common,$0.55
Unlicensed Headhunter (Hyperspace),Normal,Uncommon,$0.96
Disabling Fang Fighter (Hyperspace),Normal,Common,$0.33
Wanted Insurgents (Hyperspace),Normal,Common,$0.17
Hunting Nexu (Hyperspace),Normal,Common,$0.38
Clan Challengers (Hyperspace),Normal,Common,$0.44
IG-11 - I Cannot Be Captured (Hyperspace),Normal,Uncommon,$1.12
Covetous Rivals (Hyperspace),Normal,Common,$0.44
Krayt Dragon (Hyperspace),Normal,Legendary,$63.83
Guild Target (Hyperspace),Normal,Uncommon,$1.22
Hotshot DL-44 Blaster (Hyperspace),Normal,Rare,$8.92
Armed to the Teeth (Hyperspace),Normal,Uncommon,$1.06
Death Mark (Hyperspace),Normal,Common,$0.65
Vambrace Flamethrower (Hyperspace),Normal,Rare,$3.59
Daring Raid (Hyperspace),Normal,Common,$0.98
Desperate Attack (Hyperspace),Normal,Common,$0.54
Detention Block Rescue (Hyperspace),Normal,Common,$0.27
Pillage (Hyperspace),Normal,Common,$0.68
Bravado (Hyperspace),Normal,Uncommon,$1.02
Kintan Intimidator (Hyperspace),Normal,Common,$0.30
Bazine Netal - Spy for the First Order (Hyperspace),Normal,Rare,$7.61
Doctor Evazan - Wanted on Twelve Systems (Hyperspace),Normal,Rare,$5.32
Hunter of the Haxion Brood (Hyperspace),Normal,Common,$0.82
Lurking TIE Phantom (Hyperspace),Normal,Uncommon,$7.65
4-LOM - Bounty Hunter for Hire (Hyperspace),Normal,Uncommon,$4.08
Slaver's Freighter (Hyperspace),Normal,Common,$0.34
Zuckuss - Bounty Hunter for Hire (Hyperspace),Normal,Uncommon,$2.13
Xanadu Blood - Cad Bane's Reward (Hyperspace),Normal,Rare,$10.65
Dryden Vos - Offering No Escape (Hyperspace),Normal,Legendary,$21.19
Frozen in Carbonite (Hyperspace),Normal,Uncommon,$1.54
Triple Dark Raid (Hyperspace),Normal,Rare,$11.76
Cartel Turncoat (Hyperspace),Normal,Common,$0.21
L3-37 - Droid Revolutionary (Hyperspace),Normal,Uncommon,$1.49
Omega - Part of the Squad (Hyperspace),Normal,Rare,$7.07
Coruscant Dissident (Hyperspace),Normal,Uncommon,$1.26
Liberated Slaves (Hyperspace),Normal,Common,$0.26
Principled Outlaw (Hyperspace),Normal,Common,$0.19
Qi'ra - Playing Her Part (Hyperspace),Normal,Rare,$6.97
Zorii Bliss - Valiant Smuggler (Hyperspace),Normal,Rare,$4.47
Millennium Falcon - Lando's Pride (Hyperspace),Normal,Uncommon,$0.79
Let the Wookiee Win (Hyperspace),Normal,Rare,$2.59
Spare the Target (Hyperspace),Normal,Uncommon,$0.88
A New Adventure (Hyperspace),Normal,Uncommon,$2.62
Final Showdown (Hyperspace),Normal,Legendary,$11.93
Criminal Muscle (Hyperspace),Normal,Common,$0.40
Cloud-Rider (Hyperspace),Normal,Common,$1.31
Fugitive Wookiee (Hyperspace),Normal,Common,$0.30
Privateer Scyk (Hyperspace),Normal,Common,$0.79
DJ - Blatant Thief (Hyperspace),Normal,Legendary,$21.70
Frontier Trader (Hyperspace),Normal,Common,$1.06
Smuggler's Starfighter (Hyperspace),Normal,Common,$0.33
Chain Code Collector (Hyperspace),Normal,Common,$0.22
Tobias Beckett - I Trust No One (Hyperspace),Normal,Rare,$5.05
Resourceful Pursuers (Hyperspace),Normal,Common,$0.92
Enfys Nest - Marauder (Hyperspace),Normal,Uncommon,$2.45
Fennec Shand - Loyal Sharpshooter (Hyperspace),Normal,Uncommon,$3.08
Wanted (Hyperspace),Normal,Common,$0.27
Enticing Reward (Hyperspace),Normal,Uncommon,$1.48
Boba Fett's Armor (Hyperspace),Normal,Rare,$7.94
Jetpack (Hyperspace),Normal,Uncommon,$1.59
Unrefusable Offer (Hyperspace),Normal,Rare,$3.38
Look the Other Way (Hyperspace),Normal,Common,$0.42
Bounty Posting (Hyperspace),Normal,Uncommon,$1.18
Ma Klounkee (Hyperspace),Normal,Common,$1.00
Swoop Down (Hyperspace),Normal,Rare,$5.41
Surprise Strike (Hyperspace),Normal,Common,$0.35
Relentless Pursuit (Hyperspace),Normal,Common,$0.57
Evacuate (Hyperspace),Normal,Legendary,$19.81
Ruthless Assassin (Hyperspace),Normal,Common,$0.30
Black Sun Starfighter (Hyperspace),Normal,Common,$0.82
Toro Calican - Ambitious Upstart (Hyperspace),Normal,Uncommon,$1.45
Hutt's Henchmen (Hyperspace),Normal,Common,$0.24
Kragan Gorr - Warbird Captain (Hyperspace),Normal,Rare,$4.24
Altering the Deal (Hyperspace),Normal,Rare,$3.24
No Bargain (Hyperspace),Normal,Common,$0.55
Grey Squadron Y-Wing (Hyperspace),Normal,Common,$0.47
Protector of the Throne (Hyperspace),Normal,Common,$0.42
Tech - Source of Insight (Hyperspace),Normal,Rare,$13.69
Wookiee Warrior (Hyperspace),Normal,Common,$0.33
Tarfful - Kashyyyk Chieftain (Hyperspace),Normal,Rare,$7.39
Smuggler's Aid (Hyperspace),Normal,Common,$0.22
This Is The Way (Hyperspace),Normal,Uncommon,$1.22
Bounty Guild Initiate (Hyperspace),Normal,Common,$0.53
Lady Proxima - White Worm Matriarch (Hyperspace),Normal,Uncommon,$1.11
Mercenary Gunship (Hyperspace),Normal,Uncommon,$1.55
Underworld Thug (Hyperspace),Normal,Common,$0.11
Mandalorian Warrior (Hyperspace),Normal,Common,$0.89
Twin Pod Cloud Car (Hyperspace),Normal,Common,$0.42
Street Gang Recruiter (Hyperspace),Normal,Common,$0.23
Rich Reward (Hyperspace),Normal,Common,$0.86
